latency,type,valid,rotation,distance,block
1760.872933022154,face,1,8,3,1
1762.5278699898627,body,1,133,3,1
1764.1491706654633,object,1,122,10,1
1765.8483629517286,body,1,95,1,1
1767.536575109145,body,1,128,4,1
1769.4910957842949,body,1,77,4,1
1771.4237452018133,face,1,9,4,1
1772.9562164377567,body,1,141,3,1
1774.5332269941864,face,1,5,2,1
1776.3656338400178,object,0,106,13,1
1778.00941147728,object,1,75,3,1
1779.8084477820667,face,1,4,1,1
1781.4188464290637,body,0,179,9,1
1783.1404430767725,face,1,53,6,1
1785.0172242420667,body,1,4,13,1
1787.0383454968978,body,1,66,8,1
1788.7931280335179,body,1,32,9,1
1790.5145110797166,object,1,20,7,1
1792.4802754858392,face,1,2,2,1
1794.401593571849,body,1,169,7,1
1795.9565523696365,body,1,103,1,1
1797.6892070470203,object,1,47,7,1
1799.243837342423,body,1,54,5,1
1800.7985710384964,face,1,85,1,1
1802.3997740691848,face,1,2,2,1
1803.9639718327671,body,1,180,4,1
1805.8183991371188,object,1,93,4,1
1807.7399629249994,object,1,93,13,1
1809.6389625502052,body,1,132,3,1
1811.4491194356524,face,1,7,3,1
1813.2593971221213,face,1,111,2,1
1814.9031488593027,body,1,0,4,1
1816.6135125761211,object,1,20,7,1
1818.179358702284,face,0,11,4,1
1820.0006690181326,face,1,26,4,1
1821.8664947544166,object,0,122,10,1
1823.5434847810102,face,0,105,1,1
1825.1537689272518,object,1,136,5,1
1827.0309611954435,body,0,22,11,1
1828.7410147594055,body,1,32,9,1
1830.3292070464522,body,1,5,5,1
1832.0396036635211,face,1,24,4,1
1833.694310529594,object,0,54,72,1
1835.5712251959048,body,0,117,5,1
1837.3482322925993,body,0,141,3,1
1839.1806563384453,body,0,9,4,1
1840.9465181050327,face,1,48,5,1
1842.7677904204756,face,0,58,5,1
1844.5447436169925,face,1,113,2,1
1846.4788303447713,face,1,2,2,1
1848.1986672800122,object,1,7,6,1
1850.186616545805,object,0,50,15,1
1852.1856857417442,face,1,48,5,1
1854.1514034967986,face,1,94,1,1
1855.71719692256,object,1,124,14,1
1857.5164632796077,object,1,14,80,1
1859.3378614961257,face,1,0,6,1
1860.91487705271,body,1,166,5,1
1862.8917121885024,object,1,115,6,1
1864.546446854787,face,1,4,2,1
1866.356758541413,object,1,75,4,1
1867.9893048477825,body,1,91,1,1
1869.8661220134672,face,1,105,1,1
1871.6652886698575,face,1,13,1,1
1873.297843776294,face,1,29,7,1
1875.141465452878,body,1,9,2,1
1876.918393498374,object,1,116,7,1
1878.5177220155892,face,1,32,5,1
1880.527777440555,object,1,51,33,1
1882.4712791864295,face,1,9,6,1
1884.3592790825205,face,1,37,8,1
1886.3474706500274,face,1,80,1,1
1888.0355949067743,face,1,8,1,1
1889.5901646017155,face,1,0,6,1
1891.2339832393918,body,0,175,7,1
1893.1218941348052,face,1,94,1,1
1894.7544691415096,face,1,7,1,1
1896.2871020784369,face,1,8,3,1
1897.975140734532,object,0,37,2,1
1899.696543180995,object,1,24,9,2
2212.860590438562,body,1,4,13,2
2214.526359334239,face,1,23,4,2
2216.136782630696,face,1,26,4,2
2217.913705826868,face,1,14,2,2
2219.446344363969,object,1,73,72,2
2221.2898369394534,face,1,64,1,2
2223.289070036524,object,1,81,11,2
2225.13261781256,body,1,32,9,2
2227.120481377686,face,1,83,2,2
2228.8974565742537,object,1,62,13,2
2230.430010210708,object,1,158,19,2
2232.0961294089357,object,1,83,73,2
2233.9062856944947,face,1,14,2,2
2235.9274046491773,body,1,180,4,2
2237.582302116585,object,1,124,14,2
2239.3149284431565,face,1,15,1,2
2241.202827138477,object,1,62,21,2
2243.024086653939,body,1,77,4,2
2244.689954450354,face,1,73,4,2
2246.6114682377374,face,1,9,2,2
2248.49935643308,body,1,22,5,2
2250.431734448779,body,1,4,13,2
2252.186564885764,face,1,0,6,2
2253.8079942622426,body,1,140,6,2
2255.418284008396,body,1,9,2,2
2256.984184034867,face,1,8,3,2
2258.9612523724354,face,1,114,2,2
2260.5270388981444,body,1,141,2,2
2262.103984354195,object,1,37,27,2
2263.94783988173,object,1,34,7,2
2265.8689609662397,face,1,113,2,2
2267.4572191539046,face,1,53,6,2
2269.3339116185234,object,1,15,24,2
2270.8778489869146,body,1,117,5,2
2272.5550443148386,body,1,12,4,2
2274.342832639333,face,1,55,5,2
2275.897520135055,body,1,96,2,2
2277.6635141025326,face,1,10,3,2
2279.3626823887316,face,1,111,2,2
2280.984127165313,body,1,37,11,2
2282.594532512361,object,1,58,10,2
2284.6046436378674,face,1,4,3,2
2286.5481888838403,object,1,53,6,2
2288.2807129096327,face,1,32,5,2
2290.201955695069,object,1,129,2,2
2292.1787140302768,object,1,89,6,2
2293.900242777585,face,1,4,2,2
2295.61068139509,object,1,106,13,2
2297.365310230656,body,1,22,11,2
2299.2533802272665,body,1,51,9,2
2300.852540643318,object,1,37,27,2
2302.7739719300735,object,1,51,33,2
2304.78399775493,object,1,135,45,2
2306.7052968407806,face,1,13,1,2
2308.6376113559963,object,1,175,21,2
2310.359184403642,object,1,8,36,2
2312.0473535607307,face,1,93,1,2
2313.5909569759533,face,1,1,3,2
2315.278996332054,object,1,166,5,2
2317.089539920329,object,1,135,45,2
2318.7774596755044,face,1,55,5,2
2320.5876166610688,object,1,83,82,2
2322.3757095876645,face,1,8,1,2
2323.941598514153,face,1,67,4,2
2325.751991501398,body,1,91,1,2
2327.6398417964665,body,0,65,2,2
2329.59463597335,object,1,115,6,2
2331.3937138291803,face,1,70,6,2
2333.1042174469476,face,1,48,5,2
2334.969768981362,face,1,85,1,2
2336.5801925285487,face,1,11,4,2
2338.3904650642653,body,1,9,2,2
2340.3341503113043,face,1,83,2,2
2342.0110839374684,object,1,178,7,2
2344.010114033008,face,1,2,2,2
2345.7202653484273,object,1,73,72,2
2347.253049086401,object,1,154,30,2
2349.2742336416995,face,1,37,8,2
2350.9734264280996,body,1,84,2,2
2352.9391787340137,face,1,11,4,2
2354.9271160998323,body,1,113,6,2
2356.8483460851567,object,1,130,9,2
2358.814185091862,body,1,20,7,2
2360.5133509780426,object,1,57,6,2
2362.301409353764,face,1,32,5,2
2364.1117263404303,object,1,130,9,2
2366.0887592776126,object,1,164,8,2
2367.743184741659,face,1,93,1,2
2369.542395098266,body,1,167,13,2
2371.46385358533,object,1,178,7,2
2373.3075156622363,body,1,128,4,2
2374.873302587832,body,1,54,5,2
2376.8501144235634,object,1,10,43,2
2378.804662298804,body,1,1,2,2
2380.403942815654,object,1,116,7,2
2382.3142313723074,body,1,133,3,2
2383.846984310163,object,1,136,5,2
2385.412875036549,object,1,93,13,2
2387.200798811362,body,1,95,1,2
2389.13328782779,object,1,108,8,2
2391.1546285840595,face,1,53,6,2
2393.1535963792267,face,1,24,4,2
2394.930574275815,body,1,0,4,2
2396.8964157824084,face,1,14,3,2
2398.917553937368,object,1,24,9,2
2400.5723503040062,face,1,43,5,2
2402.3716012610384,face,1,37,8,2
2404.1596614873706,object,1,27,23,2
2405.969745172377,object,1,37,2,2
2407.88009492938,body,1,9,4,2
2409.4682511161664,body,1,164,12,2
2411.1231326328416,body,1,113,9,2
2412.77768919777,body,1,1,2,2
2414.6324263043643,face,1,13,1,2
2416.1760858706257,object,1,115,6,2
2417.8198958082503,body,1,37,11,2
2419.7633919539658,face,1,5,2,2
2421.6735778099537,body,1,0,2,2
2423.4172637167067,body,1,95,1,2
2425.0940805419814,body,1,175,10,2
2426.771147069041,body,1,13,14,2
2428.592560185687,object,1,104,48,2
2430.436106761699,object,1,154,30,2
2432.14636967775,body,1,141,3,2
2434.167762134399,face,1,10,3,2
2436.1334125889407,object,1,24,8,2
2437.9658778351004,object,1,164,8,2
2439.8428066015185,body,1,141,3,2
2441.83064666648,object,1,24,8,2
2443.4410311133543,body,1,113,6,2
2445.384582959625,body,1,5,5,2
2447.0171418662067,face,1,14,2,2
2448.638672543326,object,1,84,19,2
2450.271199349547,object,1,32,50,2
2452.1480654154875,face,1,72,3,2
2453.691733881933,object,1,7,40,2
2455.257810209747,body,1,9,2,2
2457.0901343548176,face,1,70,6,2
2458.745121322907,body,1,180,4,2
2460.5775204179663,face,1,14,3,2
2462.3101354949467,face,1,114,2,2
2464.164751600736,object,1,4,79,2
2465.9972460471035,body,1,10,9,2
2467.5408786132903,object,1,47,7,2
2469.4176741785777,body,1,12,11,2
2471.1281343962473,face,1,9,6,2
2472.760684202629,object,1,75,1,2
2474.6375037682155,object,1,7,40,2
2476.3034004649817,object,1,86,14,2
2477.8359483012755,object,1,108,11,2
2479.424245289003,object,1,24,16,2
2481.2122793152666,object,1,47,7,2
2482.7557908805175,body,1,11,1,2
2484.6217642673146,face,1,10,3,2
2486.57652554418,face,1,19,3,2
2488.3311304796807,face,1,112,1,2
2490.2301718053204,object,1,16,14,2
2492.251456361162,face,1,12,2,2
2494.0172667272273,object,1,143,43,2
2495.5942917840002,face,1,15,2,2
2497.426740029914,object,1,124,14,2
2499.1260088169947,object,1,62,21,2
2501.0250410424633,face,1,53,1,2
2502.6909809394274,object,1,82,12,2
2504.5789476352656,face,1,4,2,2
2506.422534611469,body,1,65,2,2
2508.099694688528,body,1,62,6,2
2510.1208644435974,body,1,140,9,2
2512.0423411308,object,1,136,5,2
2513.874637975794,face,1,58,5,2
2515.684845261625,object,1,49,7,2
2517.372949118202,object,1,75,4,2
2519.2166334951617,face,1,105,1,2
2520.8823744907277,face,1,4,1,2
2522.4150666281203,face,1,2,2,2
2524.136457074259,face,1,8,1,2
2525.7692050822807,object,1,57,6,2
2527.523749317319,face,1,29,7,2
2529.0674979842734,object,1,51,33,2
2531.0889381412853,body,0,133,3,2
2532.876745515212,body,1,13,11,2
2534.6649050421984,face,1,7,1,2
2536.3085810789053,body,1,0,4,2
2538.1520450542885,face,0,8,4,2
2539.773613131707,body,1,66,8,2
2541.6393527674372,object,1,20,7,2
2543.605297774833,body,1,161,6,2
2545.6153779001033,object,1,24,9,2
2547.6143599953793,face,1,7,3,2
2549.1914235522127,face,1,8,3,2
2551.190450047943,face,1,37,3,2
2552.978438173741,body,1,32,9,2
2554.966445540078,face,1,58,5,2
2556.8989782061253,face,1,7,1,2
2558.442609072168,face,1,14,2,2
2560.3861321180884,face,1,37,3,2
2562.1407855539583,face,1,23,4,2
2564.017720420423,object,1,152,6,2
2565.672721888506,face,1,101,3,2
2567.349453113129,body,1,2,5,2
2569.0375353696727,body,0,62,2,2
2570.9921577454807,body,0,77,4,2
2572.8691137119895,object,1,83,73,2
2574.8125731574255,body,1,18,11,2
2576.4562873943214,body,0,81,6,2
2578.444297960683,object,0,15,24,2
2580.2767891069234,object,1,171,9,2
2582.0204031625326,face,1,101,3,2
2583.6752445296297,face,0,73,4,2
2585.540886964751,face,1,15,2,2
2587.40671710117,face,0,54,1,2
2605.6093476832903,body,1,128,4,2
2607.4529417595477,body,1,5,1,2
2609.2854175057873,face,1,72,3,2
2611.051378873017,body,1,6,10,2
2613.0613652975735,body,1,93,1,2
2615.071557223564,face,1,105,1,2
2616.937252959091,face,1,8,3,2
2618.4699915968376,object,1,59,27,2
2620.335712832428,object,1,122,10,2
2622.2682006488467,face,1,0,6,2
2623.9895741950895,body,1,91,1,2
2625.9888690926455,body,1,54,5,2
2627.976627257085,face,1,113,2,2
2629.986705582225,face,1,53,1,2
2631.819213077979,body,1,9,3,2
2633.6405112938664,body,1,15,2,2
2635.495139299499,body,1,167,13,2
2637.494326496235,object,1,89,6,2
2639.504582422829,face,1,54,1,2
2641.3592384286894,object,1,53,6,2
2642.902819494484,body,1,175,7,2
2644.5688538921677,body,1,9,4,2
2646.589991647008,face,1,80,1,2
2648.2225978539354,body,1,18,11,2
2649.8107445406495,object,1,20,7,2
2651.3435253787175,object,1,129,2,2
2653.064797424071,object,1,93,13,2
2654.8972246192134,face,1,9,2,2
2656.474356376799,object,1,84,19,2
2658.0070286139235,face,1,12,4,2
2659.806028269042,object,0,83,82,2
2661.3610659674305,body,1,12,11,2
2663.326658272257,face,1,94,1,2
2665.2034888379276,object,1,7,6,2
2667.0915506343736,face,1,9,6,2
2668.879573660539,body,1,84,2,2
2670.689998448026,body,1,62,2,2
2672.4224169237423,body,1,169,7,2
2674.210391849425,body,1,5,5,2
2676.054016326045,object,1,62,13,2
2677.6198921523173,face,1,8,3,2
2679.374748638904,face,1,31,6,2
2681.0517647655797,face,1,80,1,2
2682.628675321481,body,1,81,6,2
2684.5168750188604,face,1,8,1,2
2686.3937577849283,body,1,13,14,2
2688.1927234399045,body,1,178,4,2
2689.9141520864505,body,1,175,10,2
2691.746590932409,object,1,59,27,2
2693.6790750488,face,1,2,2,2
2695.689122073818,body,1,52,8,2
2697.388582762127,object,1,3,17,2
2699.132046767423,face,1,94,1,2
2700.820105023551,body,1,52,8,2
2702.59704751987,face,1,8,4,2
2704.2963433563127,body,1,166,5,2
2705.939919092387,body,1,27,6,2
2707.8056821282953,body,1,66,8,2
2709.7269886142167,face,1,8,4,2
2711.3818256811646,face,1,26,4,2
2713.3476750879345,face,1,54,3,2
2714.957884933494,face,1,8,4,2
2716.9236987398763,object,1,14,80,2
2718.545255017205,body,0,174,6,2
2720.411218254638,body,1,109,9,2
2722.443248437892,object,1,104,48,2
2724.3202001044847,object,1,75,4,2
2726.2415293904487,body,0,96,2,2
2728.1740187562827,face,1,19,3,2
2729.806438661806,object,1,75,3,2
2731.405739478927,object,1,152,6,2
2732.960560175663,body,1,22,11,2
2734.5932996836054,object,1,158,19,2
2736.270293110123,body,1,18,6,2
2737.9026952154964,body,1,6,10,2
2739.5131030625635,object,1,57,1,2
2741.0567163285887,object,1,54,72,2
2742.8560721863178,object,1,3,17,2
2744.6440159118793,body,1,18,6,2
2746.5321381089016,object,1,76,4,2
2748.2644494838023,body,1,0,2,2
2750.0748419709125,object,1,175,21,2
2751.6519559282606,object,1,60,9,2
2753.606417652234,object,1,8,36,2
2755.539024169557,face,1,8,1,2
2757.471192183657,object,0,143,43,2
2759.4480344195035,object,1,24,16,2
2761.1807956977136,object,1,76,4,2
2763.101994282799,object,1,73,11,2
2764.6457506499137,object,1,54,72,2
2766.2006912475626,face,1,14,2,2
2767.8888387044863,body,1,20,7,2
2769.6879050599964,object,1,4,79,2
2771.709034014755,object,1,37,2,2
2773.441572991389,body,1,62,6,2
2775.207502658377,face,1,9,4,2
2776.740024394574,face,1,4,3,2
2778.4726653211546,object,1,93,4,2
2780.116118956168,face,1,10,3,2
2781.7043974438857,face,1,54,4,2
2783.392508400517,body,1,2,5,2
2785.3247722153465,object,1,7,6,2
2786.8574009522563,body,1,140,6,2
2788.712250059587,body,1,153,9,2
2790.4891599556577,object,1,58,10,2
2792.4547998609632,body,1,161,6,2
2794.4316535968974,object,1,27,23,2
2795.9976473240677,face,1,5,2,2
2797.8413402009755,body,0,32,9,2
2799.429350386752,face,1,31,6,2
2801.295122372132,body,1,179,5,2
2803.0942654283426,object,1,82,12,2
2804.7379502650147,body,1,15,2,2
2806.403851961688,face,1,85,1,2
2808.1585761979804,body,1,132,3,2
2810.080082485423,object,1,75,1,2
2811.956730949707,object,1,116,7,2
2813.7227043170133,body,1,22,5,2
2815.632945673191,body,0,32,9,2
2817.176552739169,face,1,53,1,2
2819.009114186061,face,1,15,1,2
2820.9081411115912,object,0,32,50,2
2822.596203667985,body,1,72,28,2
2824.195570885495,body,1,113,9,2
2826.1836377013387,object,1,10,43,2
2827.9271895072015,object,1,108,8,2
2829.6374874236208,face,1,13,4,2
2831.4254660494626,face,1,2,2,2
2833.1689635548973,object,1,75,3,2
2835.023650661111,object,1,167,13,2
2837.0116730274603,body,1,103,1,2
2838.666656995527,body,1,179,9,2
2840.354595850964,face,1,67,4,2
2841.9317325083684,body,1,51,9,2
2843.8306382329756,body,1,164,12,2
2845.5965804000443,face,1,54,4,2
2847.31786964566,object,1,93,4,2
2848.9172928635962,face,1,12,2,2
2850.9051848782256,face,1,4,1,2
2852.9042712742958,body,1,11,1,2
2854.8366302898503,face,1,5,5,2
2856.424808776792,body,1,109,9,2
2858.2682972524926,body,1,165,6,2
2859.8453492092376,face,1,5,5,2
2861.4225588671834,face,1,2,2,2
2863.0327643128257,body,1,9,2,2
2865.065232399298,face,1,43,5,2
2866.831147266159,body,1,132,3,2
2868.574590971184,body,1,166,5,2
2870.3294499085023,body,0,5,1,2
2872.039625224119,face,1,8,3,2
2873.772151000536,body,0,140,9,2
2875.3048385870497,face,1,14,2,2
2877.181761453423,body,1,18,11,2
2879.0363333587593,object,1,171,9,2
2880.7023321561865,object,1,50,15,2
2882.4237864029274,body,1,179,5,2
2884.1228114881524,object,1,177,9,2
2885.722129405287,face,1,54,3,2
2887.4434363510372,face,1,112,1,2
2889.1316030080925,body,1,178,4,2
2890.9086145048204,body,0,141,2,2
2892.4746258321393,face,1,13,4,2
2894.084992378892,body,1,27,6,2
2895.919014736195,object,1,108,11,2
2897.760853699918,face,1,12,4,2
2899.549037576595,face,1,9,4,2
2901.259222492052,object,0,59,5,2
2903.1585959199874,object,1,50,15,2
2904.968692905095,body,1,13,11,2
2906.5900974813703,object,1,177,9,2
2908.2448798479018,body,1,103,1,2
2910.199555524232,body,0,12,4,2
2911.887579680202,body,0,179,9,2
2913.897745806011,body,1,93,1,2
2915.841269551951,face,1,2,2,2
2917.7848512983182,object,1,16,14,2
2919.406440375882,object,1,60,9,2
2921.3165801314026,object,1,106,13,2
2923.0489988071204,object,1,81,11,2
2925.014675861865,object,1,49,7,2
2926.8916944288503,face,1,24,4,2
2928.857329933875,body,1,174,6,2
2930.6788099510304,body,1,10,9,2
2932.644535056854,object,1,59,5,2
2934.365970503466,body,0,9,3,2
2936.1763639907003,object,1,14,80,2
2937.8199966268585,body,1,153,9,2
2939.396841982263,body,1,117,5,2
2941.1294370592077,body,1,165,6,2
2942.8396131746995,face,1,53,1,2
2944.494539942447,face,1,64,1,2
2946.2269512181083,body,1,175,7,2
2948.1817142442596,face,1,7,3,2
2949.8698815012176,object,1,73,11,2
2951.768820326077,face,1,1,3,2
2953.779029352212,object,1,34,7,2
2955.455939578198,object,0,57,1,2
2957.4661942046805,face,0,111,2,2
2958.998768541176,face,1,8,3,2
2960.7647090083483,object,1,166,5,2
2962.70823165428,object,1,122,10,2
2964.4072678395896,body,1,18,11,2
2966.117700556919,body,1,72,28,2
2968.038969342553,body,1,169,7,2
2969.9714804591495,object,1,86,14,2
2971.803925805274,object,1,167,13,2
2973.5364259306516,face,1,48,5,2
2975.43575685838,face,1,29,7,3
3692.4764991978736,object,1,83,82,3
3694.464514864274,face,1,2,2,3
3696.0081796305894,body,1,9,3,3
3697.951565575582,object,1,124,14,3
3699.484224212836,object,1,89,6,3
3701.405701599928,face,1,112,1,3
3703.310785668553,body,1,15,2,3
3704.948402761933,body,1,180,4,3
3706.592088298712,face,1,11,4,3
3708.5969617853407,body,1,81,6,3
3710.256891890065,object,1,8,36,3
3712.167199096133,face,1,32,5,3
3713.94426299326,body,1,5,5,3
3715.776641538876,face,1,4,3,3
3717.520162444489,face,1,4,1,3
3719.1750203117117,body,1,10,9,3
3721.029624117291,body,1,18,11,3
3722.917606013245,body,1,169,7,3
3724.739182430887,body,0,179,5,3
3726.5714411755907,body,1,140,6,3
3728.4041029231303,body,1,113,6,3
3729.9700619501527,body,1,175,10,3
3731.869151676059,face,1,53,6,3
3733.7458510407305,face,1,85,1,3
3735.700460816559,body,1,72,28,3
3737.366641364526,object,1,122,10,3
3739.043396789333,object,1,4,79,3
3741.031409055591,face,1,8,1,3
3742.797174321444,face,1,8,3,3
3744.574113317736,object,1,166,5,3
3746.4843264738156,body,1,113,9,3
3748.32802735077,face,1,26,4,3
3750.2826015264436,face,1,54,3,3
3752.003881571858,face,1,53,1,3
3753.6586971387587,object,1,143,43,3
3755.6247308467136,body,1,54,5,3
3757.3902943111316,face,1,73,4,3
3759.3671374468686,face,1,4,2,3
3761.321776772209,body,1,10,9,3
3763.087672939044,body,1,65,2,3
3764.8535864059086,face,1,80,1,3
3766.8747729609895,body,1,12,4,3
3768.895940816161,face,1,105,1,3
3770.895050012303,face,1,19,3,3
3772.5722612404643,body,1,18,11,3
3774.3933338546194,object,1,75,1,3
3776.1260416323057,object,1,135,45,3
3777.82526841895,body,1,62,6,3
3779.413272504811,body,1,178,4,3
3781.1570789124817,face,1,8,4,3
3782.745241799319,face,1,101,3,3
3784.633227695289,object,1,7,40,3
3786.4543810592295,body,1,140,9,3
3788.0870863668097,face,1,113,2,3
3789.7195167725295,body,1,180,4,3
3791.341010349366,face,1,14,2,3
3793.2291026461608,object,1,108,8,3
3795.250347701687,face,1,4,3,3
3796.81626472839,face,1,8,3,3
3798.7375895144505,face,1,93,1,3
3800.54806510231,body,1,174,6,3
3802.4026255075587,object,1,57,6,3
3804.2682885428367,body,0,15,2,3
3805.8343416704593,body,1,5,5,3
3807.577938276663,object,1,73,11,3
3809.121663943428,object,1,75,3,3
3810.665459660013,body,1,84,2,3
3812.2646390763257,body,1,169,7,3
3813.841560732195,body,1,175,7,3
3815.5297763895214,object,1,124,14,3
3817.2955818556657,body,1,12,11,3
3818.9836185117456,body,1,37,11,3
3820.7049539576983,body,1,161,6,3
3822.5820174249093,object,1,50,15,3
3824.46982731967,object,0,86,14,3
3826.146876946601,face,1,8,3,3
3828.0904375928076,face,1,14,2,3
3829.7897844802646,face,1,2,2,3
3831.5665046751237,face,1,12,2,3
3833.4767011310614,face,1,10,3,3
3835.2981031967793,body,1,179,5,3
3837.241729243382,face,1,5,5,3
3838.9741368190007,face,1,29,7,3
3840.5846009664965,object,1,108,8,3
3842.5169089816627,face,1,105,1,3
3844.1272939285554,face,1,37,8,3
3845.9931999654364,object,1,82,12,3
3847.703369881012,object,1,3,17,3
3849.236052318214,body,1,0,4,3
3850.9684830941405,body,1,18,11,3
3852.8786680499907,object,1,104,48,3
3854.8000845367496,face,1,73,4,3
3856.5770483331144,body,1,32,9,3
3858.253945659002,object,1,86,14,3
3859.831339067503,body,1,164,12,3
3861.697010802847,body,1,167,13,3
3863.640438648159,face,1,31,6,3
3865.6395464442758,object,1,178,7,3
3867.6607467995927,object,1,15,24,3
3869.5709856558533,object,1,93,13,3
3871.4922712416155,body,1,66,8,3
3873.191415427631,face,1,9,4,3
3875.023991674636,body,1,62,2,3
3876.7452796201105,face,1,43,5,3
3878.5112420873484,object,1,164,8,3
3880.22146460331,object,1,89,6,3
3882.020712060199,body,1,133,3,3
3883.997614845677,body,1,113,9,3
3885.8299431910273,object,1,115,6,3
3887.840121016925,face,1,53,6,3
3889.805781322255,body,1,93,1,3
3891.4384881298465,face,1,4,1,3
3893.459592484418,body,1,95,1,3
3895.103359121713,face,1,10,3,3
3896.991408718168,object,1,73,72,3
3898.5905679342104,face,1,58,5,3
3900.6118670902797,object,1,75,1,3
3902.4888973573543,object,1,27,23,3
3904.432417103133,face,1,14,3,3
3906.3315382293804,body,1,51,9,3
3907.8640744148724,body,1,32,9,3
3909.4079003825173,face,1,83,2,3
3911.0403848885326,object,1,76,4,3
3912.6729476950277,face,1,24,4,3
3914.583252751807,object,1,24,16,3
3916.471192347424,face,1,14,2,3
3918.092652924126,face,0,64,1,3
3920.1137986790272,face,0,53,1,3
3921.9684946853085,object,1,84,19,3
3923.856479981274,object,1,7,40,3
3925.8444490472175,object,1,3,17,3
3927.6436155036063,object,1,47,7,3
3929.5109210504597,body,0,9,2,3
3931.1419934465375,face,1,14,2,3
3932.941119751893,object,1,129,2,3
3934.5071366792545,face,1,13,1,3
3936.1951147348736,body,0,9,2,3
3938.20557296279,body,0,32,9,3
3939.8933814172487,object,1,177,9,3
3941.703803804703,face,1,2,2,3
3943.5250226198696,face,1,12,2,3
3945.3687045967963,face,1,83,2,3
3947.145765794019,body,1,166,5,3
3949.000326899273,object,1,115,6,3
3950.5772782553686,object,1,175,21,3
3952.5652217212337,body,1,66,8,3
3954.39786466863,object,1,57,1,3
3956.2079465028946,body,1,37,11,3
3958.173681608794,body,1,91,1,3
3960.0284054151707,face,1,23,4,3
3962.038689441877,body,1,113,6,3
3963.6379484586796,face,1,53,1,3
3965.525793053588,object,1,24,8,3
3967.21388511009,object,1,14,80,3
3969.0797386466875,object,1,58,10,3
3970.9012126636662,face,1,8,4,3
3972.85588833988,face,1,9,4,3
3974.6215200047154,body,1,161,6,3
3976.2874101014168,body,1,20,7,3
3978.108753617533,face,1,1,3,3
3979.996741813404,body,1,132,3,3
3981.7849222899385,object,1,51,33,3
3983.6619477569766,object,1,24,9,3
3985.405452762483,face,1,4,2,3
3987.3822289979435,face,1,7,3,3
3989.0482655955275,body,1,141,2,3
3991.047127090016,object,1,175,21,3
3992.8906997661106,object,1,81,11,3
3994.7788397632685,body,0,178,4,3
3996.7890475892636,object,1,37,2,3
3998.588006344202,body,1,62,2,3
4000.2984274614428,face,1,0,6,3
4001.942117898274,face,1,8,1,3
4003.5857162342727,body,1,13,11,3
4005.118307220284,body,1,18,11,3
4006.7842878175725,face,1,11,4,3
4008.8055677733646,object,0,34,7,3
4010.5825849702524,body,1,65,2,3
4012.1705732558767,body,1,141,3,3
4013.7253411522106,object,1,10,43,3
4015.624610979474,body,1,5,1,3
4017.390296544705,body,1,95,1,3
4019.1005964610376,object,1,154,30,3
4020.766610658582,face,1,19,3,3
4022.5546334846294,body,1,0,4,3
4024.2538186710735,face,1,7,3,3
4026.2749927261902,face,1,12,4,3
4028.107508672736,face,1,7,1,3
4029.8400499985437,face,1,54,4,3
4031.53941968616,face,1,15,2,3
4033.427342581781,object,1,73,72,3
4035.2708059571596,body,1,9,4,3
4037.2920969130355,face,1,1,3,3
4038.880484801586,face,1,55,5,3
4040.4128501366067,face,1,7,1,3
4042.3785569422907,object,1,37,27,3
4043.9780036604207,face,1,2,2,3
4045.5439154869673,body,1,62,6,3
4047.5206255219236,object,1,58,10,3
4049.175286087644,body,1,96,2,3
4050.9191714959306,face,1,8,3,3
4052.7626413713588,object,1,93,4,3
4054.6616881462105,body,0,5,1,3
4056.438630542645,face,1,12,4,3
4058.1267750994157,object,1,49,7,3
4059.6594030363194,face,1,67,4,3
4061.3699509545404,object,0,106,13,3
4063.3576814188855,object,1,10,43,3
4065.312208393967,object,0,4,79,3
4067.166911300301,body,1,140,6,3
4069.1769323250046,face,0,8,1,3
4087.2576190791006,object,1,51,33,3
4088.8013073455804,object,1,83,73,3
4090.778092381108,face,1,14,2,3
4092.577280237543,body,1,27,6,3
4094.4764124638896,object,1,130,9,3
4096.230991299075,face,1,9,6,3
4098.230260296419,body,1,52,8,3
4099.86261340155,face,1,70,6,3
4101.6508157289645,face,1,54,4,3
4103.34993926411,object,1,75,4,3
4105.293432009799,face,0,29,7,3
4106.903795856648,body,1,165,6,3
4108.680798653426,face,1,94,1,3
4110.257812909884,object,1,53,6,3
4112.0236850765505,body,1,9,4,3
4113.678394242641,body,1,9,2,3
4115.621983289064,face,1,54,1,3
4117.343573736609,object,1,158,19,3
4119.075791011026,object,1,82,12,3
4120.941633347436,object,1,171,9,3
4122.729818674721,body,1,2,5,3
4124.43992028966,object,1,93,4,3
4126.1947775269655,object,1,108,11,3
4127.838372412341,object,1,167,13,3
4129.493322280032,object,1,136,5,3
4131.092499996332,body,1,18,6,3
4133.0249690126075,object,1,152,6,3
4134.679777179452,face,1,9,6,3
4136.245777106669,body,1,13,14,3
4137.922554931763,body,1,11,1,3
4139.755028377869,face,1,64,1,3
4141.531981674387,body,1,133,3,3
4143.0646314114565,object,1,57,6,3
4145.030315516866,object,1,60,9,3
4146.896182853685,face,1,5,5,3
4148.673166250199,face,1,37,8,3
4150.605496665536,face,1,80,1,3
4152.304749601666,body,1,91,1,3
4154.09283942834,face,1,32,5,3
4155.869649623652,object,1,37,2,3
4157.413522191549,body,1,6,10,3
4159.023748737338,body,1,9,3,3
